DT & RF & SVM,DT & RF,DT & SVM,RF & SVM
SLC22A4,IFI16,TNFSF10,FLT3
KCNH7,,CCL4,GZMH
PPP2R2B,,CCL4L2,KIR2DL1
TGFBR3,,DUSP2,MDM2
NKG7,,KCNJ2,THBS1
KREMEN1,,SLC31A2,SERPINB2
CXCL8,,GADD45G,FCGR1A
KIR2DL4,,CD83,PRR5L
AIM2,,VEGFA,CASP5
APOE,,TNFSF9,SERPINE1
CCL3,,RHOB,MAPK14
IFNG,,DUSP10,
JUN,,,
CDKN1A,,,
PRSS23,,,
SLC26A8,,,
HSPA1B,,,
KIR2DL3,,,
TLR5,,,
FCRL6,,,
