CXCL8	-7.59280142423075
JUN	-5.221267725713856
CCL3	-5.0275107352154516
HSPA1B	-4.429332557674435
PLAU	-3.7770301425131745
IFNG	-3.4042707611276075
KIR2DL1	-2.9686783218190698
GADD45G	-2.772613224585096
KIR2DL3	-2.7504632957444493
SERPINE1	-2.7063903882537828
THBS1	-2.3579409483158518
KIR2DL4	-2.1595063882915007
PRR5L	-2.15886022522249
CDKN1A	-2.134958527979194
IL6R	2.0915618500953155
NFATC2	-2.0193929106623614
LRRK2	1.9581670001044316
CCNA1	1.9162541103691852
HSPA1A	-1.8992944784577688
RNASEL	1.8280431312832661
SERPINB2	-1.7938622046694421
SRXN1	1.7686101629704414
MAP2K6	1.7627790670695926
ITPR3	-1.5979037733840595
MAPK14	1.5879912313374493
CALM2	1.5723131605781369
SLC39A1	1.555688128367331
NCF4	1.5485687168368205
MYBL2	-1.5180173125304055
IGFBP3	-1.5076361185663787
ETS1	-1.4929695552725786
MDM2	1.4779156321341347
NUAK1	-1.411970105545251
SH3GLB1	1.3969759432807791
GADD45B	-1.393583797224613
CDKN2B	1.3735020200756258
TGFBR2	1.366332270946092
NCF1	1.3644332516215485
MAPK12	-1.3644121266506275
RRAS2	-1.3559469485717797
INHBA	-1.3331311374249628
SRC	-1.3115029409593255
IL6	-1.3097303035405323
FN1	-1.306612012878496
ZFP36L1	-1.2926278872573587
CYCS	-1.2879456224456582
COL1A1	-1.2795437764530675
KMT2A	-1.2704674603331778
PPP3CC	-1.2699527424793882
IFI16	1.2686504650370658
CDK1	-1.2631628811526943
GSK3B	1.2630095181281824
GPX3	-1.260725914629031
CCND2	-1.2466796434942609
CDK6	-1.231564967150593
PPID	1.2226536987461571
SMAD3	-1.2161658020683745
TXN	1.211455059193769
PIK3R1	-1.2084554077209635
FOXM1	-1.2020901355115594
SLC25A24	1.1781107741994905
HMGA1	-1.1745857806709186
CCNA2	-1.1742131933614122
HIPK3	1.1719533267863032
CALML4	1.150828302785147
TXNRD1	1.1483683597315437
CDK2	-1.1432274000597307
PRKCD	1.1415877935138
PIK3CD	1.1364840668034866
PRDX3	1.1301848696745793
PINK1	1.1234013967684788
SLC25A4	-1.1134827537999206
BCL2	-1.1109419258365527
BRF2	1.0804637396850358
NCF2	1.0744975306630007
IL1B	1.0478348177351506
ABL1	-1.0440861580190592
MAPK1	1.042618143542235
LONP1	-1.0376151507221927
CDC25B	-1.0298652332088487
