CXCL8	-7.737008971200647
HILPDA	-6.103533616316693
CCL3	-5.22295271866314
JUN	-5.038437624974514
DUSP2	-4.402657201584388
PRG2	-4.362832337484483
HSPA1B	-4.1781308492680935
HBEGF	-4.039955480381022
IFNG	-4.032846685329716
PLAU	-3.962420837876124
CCL4	-3.7796506984492506
TNFSF9	-3.725052620505867
PRG3	-3.72290153812593
KCNJ2	3.6491903278618114
CCL4L2	-3.597398934818142
VEGFA	-3.577925336026773
SNAI1	-3.497364907380738
CD83	-3.47927030441132
TLR5	3.420075137969466
EREG	-3.3862849578556684
IL1R2	3.385992652231902
BAG3	-3.3817559616648545
LTF	-3.292532098464248
PRF1	-3.291053231905492
DUSP5	-3.2653672328408048
GZMB	-3.2378383684652405
APOC1	-3.2327193587950758
PTGS2	-3.1650112229407483
BHLHE40	-3.151109450923835
RHOB	-3.106556467418864
KCNH7	3.1009512910813255
SPP1	-3.093558663781244
AMPH	3.080487641941099
KIR3DL2	-3.0755509245461496
KREMEN1	3.0731911758509014
TNFSF10	3.057713697617487
TLR8	3.045521125684063
IL2RB	-3.0328848390285454
KBTBD7	3.0155454944567426
KIR2DL1	-3.0143069258901143
MRVI1	2.9868502424621806
PTAFR	2.973298846049426
XCL2	-2.949888908535568
KIR2DL3	-2.947614830138126
NLRC4	2.93986627792321
GNLY	-2.928639054331436
CCL3L3	-2.9273004515112753
XCL1	-2.923966137317689
TNFAIP8L2	2.9180474137427233
EGR1	-2.917288361286986
NFAM1	2.8940454407291387
ECHDC3	2.8708082489693574
GZMH	-2.857115397810741
AZU1	-2.8363496512242286
CTSG	-2.8296074099362407
DUSP4	-2.8207082507869456
KIR3DL1	-2.8125829618022022
IL12RB2	-2.810364996653865
FOLR3	2.8037294945789313
SERPINE1	-2.764117009776342
SH2D1B	-2.7631221976795386
LEP	-2.7357155417859893
MANSC1	2.7212568661414434
TMIGD3	2.7173147215107534
TMEM119	2.67578806831291
TGFBR3	-2.6715617458589387
APOE	-2.6690527369214516
GADD45G	-2.6570647965438354
IMPA2	2.6519567735409755
ALOX15	-2.6406863556209323
APOA2	-2.61361172228833
NUDT16	2.6078335592220157
TPST1	2.599254803809689
VCAM1	-2.592018324803148
ANGPTL4	-2.5890601057099083
ALOX15B	2.567790893470767
NLRP12	2.567782778468496
NCAM1	-2.5239079125507615
RUNX3	-2.5132932650769853
PMAIP1	-2.504921709946716
