DT & RF & SVM,DT & RF,DT & SVM,RF & SVM
ITCH,UBE2J1,,AIM2
CD248,SLC25A37,,FGFBP2
KREMEN1,FCRL6,,MAPK14
APAF1,CHRNA5,,FCGBP
,ARF1,,SLC26A8
,AP2A1,,ZFYVE27
,MFGE8,,NT5E
,,,POLR1D
,,,HK1
,,,CX3CR1
,,,NDEL1
,,,CR2
,,,DAPK2
,,,LRRN3
,,,SLC16A10
,,,SLC7A5
,,,AP2M1
